match_id,venue,innings,batting_team,bowling_team,total_runs
829787,Brabourne Stadium,1,Sunrisers Hyderabad,Rajasthan Royals,56
829787,Brabourne Stadium,2,Rajasthan Royals,Sunrisers Hyderabad,36
829789,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,Mumbai Indians,44
829789,"MA Chidambaram Stadium, Chepauk",2,Mumbai Indians,Chennai Super Kings,61
829791,Eden Gardens,1,Kings XI Punjab,Kolkata Knight Riders,45
829791,Eden Gardens,2,Kolkata Knight Riders,Kings XI Punjab,57
829793,Shaheed Veer Narayan Singh International Stadium,1,Sunrisers Hyderabad,Delhi Daredevils,37
829793,Shaheed Veer Narayan Singh International Stadium,2,Delhi Daredevils,Sunrisers Hyderabad,49
829795,Wankhede Stadium,1,Royal Challengers Bangalore,Mumbai Indians,39
829795,Wankhede Stadium,2,Mumbai Indians,Royal Challengers Bangalore,45
829797,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,Rajasthan Royals,36
829797,"MA Chidambaram Stadium, Chepauk",2,Rajasthan Royals,Chennai Super Kings,40
829799,"Rajiv Gandhi International Stadium, Uppal",1,Sunrisers Hyderabad,Kings XI Punjab,56
829799,"Rajiv Gandhi International Stadium, Uppal",2,Kings XI Punjab,Sunrisers Hyderabad,47
829801,Shaheed Veer Narayan Singh International Stadium,1,Chennai Super Kings,Delhi Daredevils,16
829801,Shaheed Veer Narayan Singh International Stadium,2,Delhi Daredevils,Chennai Super Kings,28
829803,"Punjab Cricket Association Stadium, Mohali",1,Kings XI Punjab,Royal Challengers Bangalore,71
829803,"Punjab Cricket Association Stadium, Mohali",2,Royal Challengers Bangalore,Kings XI Punjab,61
829805,Wankhede Stadium,1,Mumbai Indians,Kolkata Knight Riders,43
829805,Wankhede Stadium,2,Kolkata Knight Riders,Mumbai Indians,46
829807,"Rajiv Gandhi International Stadium, Uppal",1,Sunrisers Hyderabad,Royal Challengers Bangalore,61
829807,"Rajiv Gandhi International Stadium, Uppal",2,Royal Challengers Bangalore,Sunrisers Hyderabad,83
829809,"Punjab Cricket Association Stadium, Mohali",1,Kings XI Punjab,Chennai Super Kings,41
829809,"Punjab Cricket Association Stadium, Mohali",2,Chennai Super Kings,Kings XI Punjab,46
829811,Brabourne Stadium,1,Rajasthan Royals,Kolkata Knight Riders,66
829811,Brabourne Stadium,2,Kolkata Knight Riders,Rajasthan Royals,51
829813,M Chinnaswamy Stadium,1,Delhi Daredevils,Royal Challengers Bangalore,54
829813,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Delhi Daredevils,2
829815,"Rajiv Gandhi International Stadium, Uppal",1,Sunrisers Hyderabad,Mumbai Indians,29
829815,"Rajiv Gandhi International Stadium, Uppal",2,Mumbai Indians,Sunrisers Hyderabad,38
829817,Wankhede Stadium,1,Mumbai Indians,Chennai Super Kings,48
829817,Wankhede Stadium,2,Chennai Super Kings,Mumbai Indians,54
829819,Maharashtra Cricket Association Stadium,1,Royal Challengers Bangalore,Rajasthan Royals,41
829819,Maharashtra Cricket Association Stadium,2,Rajasthan Royals,Royal Challengers Bangalore,40
829821,JSCA International Stadium Complex,1,Royal Challengers Bangalore,Chennai Super Kings,29
829821,JSCA International Stadium Complex,2,Chennai Super Kings,Royal Challengers Bangalore,34
829823,Eden Gardens,1,Mumbai Indians,Chennai Super Kings,61
829823,Eden Gardens,2,Chennai Super Kings,Mumbai Indians,31
980901,Wankhede Stadium,1,Mumbai Indians,Rising Pune Supergiants,37
980901,Wankhede Stadium,2,Rising Pune Supergiants,Mumbai Indians,51
980903,Eden Gardens,1,Delhi Daredevils,Kolkata Knight Riders,35
980903,Eden Gardens,2,Kolkata Knight Riders,Delhi Daredevils,47
980905,"Punjab Cricket Association IS Bindra Stadium, Mohali",1,Kings XI Punjab,Gujarat Lions,52
980905,"Punjab Cricket Association IS Bindra Stadium, Mohali",2,Gujarat Lions,Kings XI Punjab,57
980907,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Sunrisers Hyderabad,49
980907,M Chinnaswamy Stadium,2,Sunrisers Hyderabad,Royal Challengers Bangalore,56
980909,Eden Gardens,1,Kolkata Knight Riders,Mumbai Indians,40
980909,Eden Gardens,2,Mumbai Indians,Kolkata Knight Riders,53
980911,Saurashtra Cricket Association Stadium,1,Rising Pune Supergiants,Gujarat Lions,57
980911,Saurashtra Cricket Association Stadium,2,Gujarat Lions,Rising Pune Supergiants,58
980913,Feroz Shah Kotla,1,Kings XI Punjab,Delhi Daredevils,37
980913,Feroz Shah Kotla,2,Delhi Daredevils,Kings XI Punjab,28
980915,"Rajiv Gandhi International Stadium, Uppal",1,Sunrisers Hyderabad,Kolkata Knight Riders,36
980915,"Rajiv Gandhi International Stadium, Uppal",2,Kolkata Knight Riders,Sunrisers Hyderabad,36
980917,Wankhede Stadium,1,Mumbai Indians,Gujarat Lions,31
980917,Wankhede Stadium,2,Gujarat Lions,Mumbai Indians,42
980919,"Punjab Cricket Association IS Bindra Stadium, Mohali",1,Rising Pune Supergiants,Kings XI Punjab,45
980919,"Punjab Cricket Association IS Bindra Stadium, Mohali",2,Kings XI Punjab,Rising Pune Supergiants,50
980921,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Delhi Daredevils,63
980921,M Chinnaswamy Stadium,2,Delhi Daredevils,Royal Challengers Bangalore,51
980923,"Rajiv Gandhi International Stadium, Uppal",1,Mumbai Indians,Sunrisers Hyderabad,40
980923,"Rajiv Gandhi International Stadium, Uppal",2,Sunrisers Hyderabad,Mumbai Indians,32
980925,"Punjab Cricket Association IS Bindra Stadium, Mohali",1,Kings XI Punjab,Kolkata Knight Riders,41
980925,"Punjab Cricket Association IS Bindra Stadium, Mohali",2,Kolkata Knight Riders,Kings XI Punjab,65
980927,Wankhede Stadium,1,Royal Challengers Bangalore,Mumbai Indians,49
980927,Wankhede Stadium,2,Mumbai Indians,Royal Challengers Bangalore,47
980929,Saurashtra Cricket Association Stadium,1,Gujarat Lions,Sunrisers Hyderabad,50
980929,Saurashtra Cricket Association Stadium,2,Sunrisers Hyderabad,Gujarat Lions,63
980931,Maharashtra Cricket Association Stadium,1,Royal Challengers Bangalore,Rising Pune Supergiants,44
980931,Maharashtra Cricket Association Stadium,2,Rising Pune Supergiants,Royal Challengers Bangalore,36
980933,Feroz Shah Kotla,1,Delhi Daredevils,Mumbai Indians,40
980933,Feroz Shah Kotla,2,Mumbai Indians,Delhi Daredevils,52
980935,"Rajiv Gandhi International Stadium, Uppal",1,Kings XI Punjab,Sunrisers Hyderabad,35
980935,"Rajiv Gandhi International Stadium, Uppal",2,Sunrisers Hyderabad,Kings XI Punjab,65
980937,Saurashtra Cricket Association Stadium,1,Royal Challengers Bangalore,Gujarat Lions,50
980937,Saurashtra Cricket Association Stadium,2,Gujarat Lions,Royal Challengers Bangalore,68
980939,Maharashtra Cricket Association Stadium,1,Rising Pune Supergiants,Kolkata Knight Riders,31
980939,Maharashtra Cricket Association Stadium,2,Kolkata Knight Riders,Rising Pune Supergiants,59
980941,"Punjab Cricket Association IS Bindra Stadium, Mohali",1,Mumbai Indians,Kings XI Punjab,39
980941,"Punjab Cricket Association IS Bindra Stadium, Mohali",2,Kings XI Punjab,Mumbai Indians,40
980943,"Rajiv Gandhi International Stadium, Uppal",1,Sunrisers Hyderabad,Rising Pune Supergiants,27
980943,"Rajiv Gandhi International Stadium, Uppal",2,Rising Pune Supergiants,Sunrisers Hyderabad,46
980945,Feroz Shah Kotla,1,Gujarat Lions,Delhi Daredevils,71
980945,Feroz Shah Kotla,2,Delhi Daredevils,Gujarat Lions,22
980947,Wankhede Stadium,1,Kolkata Knight Riders,Mumbai Indians,59
980947,Wankhede Stadium,2,Mumbai Indians,Kolkata Knight Riders,64
980949,Maharashtra Cricket Association Stadium,1,Rising Pune Supergiants,Gujarat Lions,48
980949,Maharashtra Cricket Association Stadium,2,Gujarat Lions,Rising Pune Supergiants,72
980951,Feroz Shah Kotla,1,Delhi Daredevils,Kolkata Knight Riders,37
980951,Feroz Shah Kotla,2,Kolkata Knight Riders,Delhi Daredevils,43
980953,"Rajiv Gandhi International Stadium, Uppal",1,Sunrisers Hyderabad,Royal Challengers Bangalore,49
980953,"Rajiv Gandhi International Stadium, Uppal",2,Royal Challengers Bangalore,Sunrisers Hyderabad,45
980955,Saurashtra Cricket Association Stadium,1,Kings XI Punjab,Gujarat Lions,59
980955,Saurashtra Cricket Association Stadium,2,Gujarat Lions,Kings XI Punjab,36
980957,Maharashtra Cricket Association Stadium,1,Rising Pune Supergiants,Mumbai Indians,54
980957,Maharashtra Cricket Association Stadium,2,Mumbai Indians,Rising Pune Supergiants,47
980959,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Kolkata Knight Riders,40
980959,M Chinnaswamy Stadium,2,Kolkata Knight Riders,Royal Challengers Bangalore,37
980961,Saurashtra Cricket Association Stadium,1,Gujarat Lions,Delhi Daredevils,35
980961,Saurashtra Cricket Association Stadium,2,Delhi Daredevils,Gujarat Lions,61
980963,Eden Gardens,1,Kolkata Knight Riders,Kings XI Punjab,40
980963,Eden Gardens,2,Kings XI Punjab,Kolkata Knight Riders,37
980965,Feroz Shah Kotla,1,Delhi Daredevils,Rising Pune Supergiants,48
980965,Feroz Shah Kotla,2,Rising Pune Supergiants,Delhi Daredevils,50
980967,"Rajiv Gandhi International Stadium, Uppal",1,Gujarat Lions,Sunrisers Hyderabad,26
980967,"Rajiv Gandhi International Stadium, Uppal",2,Sunrisers Hyderabad,Gujarat Lions,38
980969,M Chinnaswamy Stadium,1,Rising Pune Supergiants,Royal Challengers Bangalore,60
980969,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Rising Pune Supergiants,46
980971,"Punjab Cricket Association IS Bindra Stadium, Mohali",1,Kings XI Punjab,Delhi Daredevils,45
980971,"Punjab Cricket Association IS Bindra Stadium, Mohali",2,Delhi Daredevils,Kings XI Punjab,51
980973,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,Sunrisers Hyderabad,Mumbai Indians,51
980973,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,Mumbai Indians,Sunrisers Hyderabad,32
980975,Eden Gardens,1,Kolkata Knight Riders,Gujarat Lions,28
980975,Eden Gardens,2,Gujarat Lions,Kolkata Knight Riders,46
980977,"Punjab Cricket Association IS Bindra Stadium, Mohali",1,Royal Challengers Bangalore,Kings XI Punjab,56
980977,"Punjab Cricket Association IS Bindra Stadium, Mohali",2,Kings XI Punjab,Royal Challengers Bangalore,50
980979,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,Sunrisers Hyderabad,Rising Pune Supergiants,34
980979,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,Rising Pune Supergiants,Sunrisers Hyderabad,25
980981,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Mumbai Indians,25
980981,M Chinnaswamy Stadium,2,Mumbai Indians,Royal Challengers Bangalore,39
980983,"Rajiv Gandhi International Stadium, Uppal",1,Sunrisers Hyderabad,Delhi Daredevils,51
980983,"Rajiv Gandhi International Stadium, Uppal",2,Delhi Daredevils,Sunrisers Hyderabad,49
980985,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,Mumbai Indians,Kings XI Punjab,21
980985,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,Kings XI Punjab,Mumbai Indians,31
980987,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Gujarat Lions,42
980987,M Chinnaswamy Stadium,2,Gujarat Lions,Royal Challengers Bangalore,40
980989,Eden Gardens,1,Rising Pune Supergiants,Kolkata Knight Riders,37
980989,Eden Gardens,2,Kolkata Knight Riders,Rising Pune Supergiants,66
980991,"Punjab Cricket Association IS Bindra Stadium, Mohali",1,Kings XI Punjab,Sunrisers Hyderabad,47
980991,"Punjab Cricket Association IS Bindra Stadium, Mohali",2,Sunrisers Hyderabad,Kings XI Punjab,55
980993,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,Mumbai Indians,Delhi Daredevils,45
980993,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,Delhi Daredevils,Mumbai Indians,49
980995,Eden Gardens,1,Kolkata Knight Riders,Royal Challengers Bangalore,51
980995,Eden Gardens,2,Royal Challengers Bangalore,Kolkata Knight Riders,63
980997,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,Delhi Daredevils,Rising Pune Supergiants,28
980997,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,Rising Pune Supergiants,Delhi Daredevils,40
980999,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Kings XI Punjab,63
980999,M Chinnaswamy Stadium,2,Kings XI Punjab,Royal Challengers Bangalore,57
981001,Green Park,1,Kolkata Knight Riders,Gujarat Lions,40
981001,Green Park,2,Gujarat Lions,Kolkata Knight Riders,54
981003,Shaheed Veer Narayan Singh International Stadium,1,Sunrisers Hyderabad,Delhi Daredevils,46
981003,Shaheed Veer Narayan Singh International Stadium,2,Delhi Daredevils,Sunrisers Hyderabad,37
981005,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,Kings XI Punjab,Rising Pune Supergiants,52
981005,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,Rising Pune Supergiants,Kings XI Punjab,44
981007,Green Park,1,Mumbai Indians,Gujarat Lions,49
981007,Green Park,2,Gujarat Lions,Mumbai Indians,70
981009,Eden Gardens,1,Kolkata Knight Riders,Sunrisers Hyderabad,48
981009,Eden Gardens,2,Sunrisers Hyderabad,Kolkata Knight Riders,48
981011,Shaheed Veer Narayan Singh International Stadium,1,Delhi Daredevils,Royal Challengers Bangalore,43
981011,Shaheed Veer Narayan Singh International Stadium,2,Royal Challengers Bangalore,Delhi Daredevils,49
981013,M Chinnaswamy Stadium,1,Gujarat Lions,Royal Challengers Bangalore,23
981013,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Gujarat Lions,31
981015,Feroz Shah Kotla,1,Sunrisers Hyderabad,Kolkata Knight Riders,42
981015,Feroz Shah Kotla,2,Kolkata Knight Riders,Sunrisers Hyderabad,46
981017,Feroz Shah Kotla,1,Gujarat Lions,Sunrisers Hyderabad,38
981017,Feroz Shah Kotla,2,Sunrisers Hyderabad,Gujarat Lions,46
981019,M Chinnaswamy Stadium,1,Sunrisers Hyderabad,Royal Challengers Bangalore,53
981019,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Sunrisers Hyderabad,59
1082591,"Rajiv Gandhi International Stadium, Uppal",1,Sunrisers Hyderabad,Royal Challengers Bangalore,59
1082591,"Rajiv Gandhi International Stadium, Uppal",2,Royal Challengers Bangalore,Sunrisers Hyderabad,54
1082592,Maharashtra Cricket Association Stadium,1,Mumbai Indians,Rising Pune Supergiant,61
1082592,Maharashtra Cricket Association Stadium,2,Rising Pune Supergiant,Mumbai Indians,59
1082593,Saurashtra Cricket Association Stadium,1,Gujarat Lions,Kolkata Knight Riders,52
1082593,Saurashtra Cricket Association Stadium,2,Kolkata Knight Riders,Gujarat Lions,73
1082594,Holkar Cricket Stadium,1,Rising Pune Supergiant,Kings XI Punjab,35
1082594,Holkar Cricket Stadium,2,Kings XI Punjab,Rising Pune Supergiant,56
1082595,M.Chinnaswamy Stadium,1,Royal Challengers Bangalore,Delhi Daredevils,41
1082595,M.Chinnaswamy Stadium,2,Delhi Daredevils,Royal Challengers Bangalore,43
1082596,"Rajiv Gandhi International Stadium, Uppal",1,Gujarat Lions,Sunrisers Hyderabad,40
1082596,"Rajiv Gandhi International Stadium, Uppal",2,Sunrisers Hyderabad,Gujarat Lions,59
1082597,Wankhede Stadium,1,Kolkata Knight Riders,Mumbai Indians,56
1082597,Wankhede Stadium,2,Mumbai Indians,Kolkata Knight Riders,48
1082598,Holkar Cricket Stadium,1,Royal Challengers Bangalore,Kings XI Punjab,23
1082598,Holkar Cricket Stadium,2,Kings XI Punjab,Royal Challengers Bangalore,62
1082599,Maharashtra Cricket Association Stadium,1,Delhi Daredevils,Rising Pune Supergiant,61
1082599,Maharashtra Cricket Association Stadium,2,Rising Pune Supergiant,Delhi Daredevils,49
1082600,Wankhede Stadium,1,Sunrisers Hyderabad,Mumbai Indians,34
1082600,Wankhede Stadium,2,Mumbai Indians,Sunrisers Hyderabad,61
1082601,Eden Gardens,1,Kings XI Punjab,Kolkata Knight Riders,57
1082601,Eden Gardens,2,Kolkata Knight Riders,Kings XI Punjab,76
1082602,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Mumbai Indians,41
1082602,M Chinnaswamy Stadium,2,Mumbai Indians,Royal Challengers Bangalore,21
1082603,Saurashtra Cricket Association Stadium,1,Rising Pune Supergiant,Gujarat Lions,64
1082603,Saurashtra Cricket Association Stadium,2,Gujarat Lions,Rising Pune Supergiant,61
1082604,Eden Gardens,1,Kolkata Knight Riders,Sunrisers Hyderabad,40
1082604,Eden Gardens,2,Sunrisers Hyderabad,Kolkata Knight Riders,45
1082605,Feroz Shah Kotla,1,Delhi Daredevils,Kings XI Punjab,49
1082605,Feroz Shah Kotla,2,Kings XI Punjab,Delhi Daredevils,40
1082606,Wankhede Stadium,1,Gujarat Lions,Mumbai Indians,46
1082606,Wankhede Stadium,2,Mumbai Indians,Gujarat Lions,56
1082607,M Chinnaswamy Stadium,1,Rising Pune Supergiant,Royal Challengers Bangalore,54
1082607,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Rising Pune Supergiant,42
1082608,Feroz Shah Kotla,1,Delhi Daredevils,Kolkata Knight Riders,53
1082608,Feroz Shah Kotla,2,Kolkata Knight Riders,Delhi Daredevils,49
1082609,"Rajiv Gandhi International Stadium, Uppal",1,Sunrisers Hyderabad,Kings XI Punjab,29
1082609,"Rajiv Gandhi International Stadium, Uppal",2,Kings XI Punjab,Sunrisers Hyderabad,47
1082610,Saurashtra Cricket Association Stadium,1,Royal Challengers Bangalore,Gujarat Lions,45
1082610,Saurashtra Cricket Association Stadium,2,Gujarat Lions,Royal Challengers Bangalore,57
1082611,"Rajiv Gandhi International Stadium, Uppal",1,Sunrisers Hyderabad,Delhi Daredevils,39
1082611,"Rajiv Gandhi International Stadium, Uppal",2,Delhi Daredevils,Sunrisers Hyderabad,56
1082612,Holkar Cricket Stadium,1,Kings XI Punjab,Mumbai Indians,46
1082612,Holkar Cricket Stadium,2,Mumbai Indians,Kings XI Punjab,81
1082613,Eden Gardens,1,Kolkata Knight Riders,Gujarat Lions,65
1082613,Eden Gardens,2,Gujarat Lions,Kolkata Knight Riders,72
1082614,Wankhede Stadium,1,Mumbai Indians,Delhi Daredevils,48
1082614,Wankhede Stadium,2,Delhi Daredevils,Mumbai Indians,22
1082615,Maharashtra Cricket Association Stadium,1,Sunrisers Hyderabad,Rising Pune Supergiant,45
1082615,Maharashtra Cricket Association Stadium,2,Rising Pune Supergiant,Sunrisers Hyderabad,55
1082616,Saurashtra Cricket Association Stadium,1,Kings XI Punjab,Gujarat Lions,50
1082616,Saurashtra Cricket Association Stadium,2,Gujarat Lions,Kings XI Punjab,50
1082617,Eden Gardens,1,Kolkata Knight Riders,Royal Challengers Bangalore,65
1082617,Eden Gardens,2,Royal Challengers Bangalore,Kolkata Knight Riders,39
1082618,Wankhede Stadium,1,Rising Pune Supergiant,Mumbai Indians,48
1082618,Wankhede Stadium,2,Mumbai Indians,Rising Pune Supergiant,44
1082620,Maharashtra Cricket Association Stadium,1,Rising Pune Supergiant,Kolkata Knight Riders,57
1082620,Maharashtra Cricket Association Stadium,2,Kolkata Knight Riders,Rising Pune Supergiant,45
1082621,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Gujarat Lions,35
1082621,M Chinnaswamy Stadium,2,Gujarat Lions,Royal Challengers Bangalore,49
1082622,Eden Gardens,1,Delhi Daredevils,Kolkata Knight Riders,53
1082622,Eden Gardens,2,Kolkata Knight Riders,Delhi Daredevils,47
1082623,"Punjab Cricket Association IS Bindra Stadium, Mohali",1,Sunrisers Hyderabad,Kings XI Punjab,60
1082623,"Punjab Cricket Association IS Bindra Stadium, Mohali",2,Kings XI Punjab,Sunrisers Hyderabad,59
1082624,Maharashtra Cricket Association Stadium,1,Rising Pune Supergiant,Royal Challengers Bangalore,43
1082624,Maharashtra Cricket Association Stadium,2,Royal Challengers Bangalore,Rising Pune Supergiant,39
1082625,Saurashtra Cricket Association Stadium,1,Gujarat Lions,Mumbai Indians,48
1082625,Saurashtra Cricket Association Stadium,2,Mumbai Indians,Gujarat Lions,61
1082626,"Punjab Cricket Association IS Bindra Stadium, Mohali",1,Delhi Daredevils,Kings XI Punjab,25
1082626,"Punjab Cricket Association IS Bindra Stadium, Mohali",2,Kings XI Punjab,Delhi Daredevils,49
1082627,"Rajiv Gandhi International Stadium, Uppal",1,Sunrisers Hyderabad,Kolkata Knight Riders,78
1082627,"Rajiv Gandhi International Stadium, Uppal",2,Kolkata Knight Riders,Sunrisers Hyderabad,44
1082628,Wankhede Stadium,1,Royal Challengers Bangalore,Mumbai Indians,52
1082628,Wankhede Stadium,2,Mumbai Indians,Royal Challengers Bangalore,55
1082629,Maharashtra Cricket Association Stadium,1,Gujarat Lions,Rising Pune Supergiant,55
1082629,Maharashtra Cricket Association Stadium,2,Rising Pune Supergiant,Gujarat Lions,43
1082630,Feroz Shah Kotla,1,Sunrisers Hyderabad,Delhi Daredevils,66
1082630,Feroz Shah Kotla,2,Delhi Daredevils,Sunrisers Hyderabad,62
1082631,Eden Gardens,1,Kolkata Knight Riders,Rising Pune Supergiant,41
1082631,Eden Gardens,2,Rising Pune Supergiant,Kolkata Knight Riders,70
1082632,Feroz Shah Kotla,1,Gujarat Lions,Delhi Daredevils,58
1082632,Feroz Shah Kotla,2,Delhi Daredevils,Gujarat Lions,63
1082633,M Chinnaswamy Stadium,1,Kings XI Punjab,Royal Challengers Bangalore,35
1082633,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Kings XI Punjab,46
1082634,"Rajiv Gandhi International Stadium, Uppal",1,Rising Pune Supergiant,Sunrisers Hyderabad,34
1082634,"Rajiv Gandhi International Stadium, Uppal",2,Sunrisers Hyderabad,Rising Pune Supergiant,47
1082635,Feroz Shah Kotla,1,Mumbai Indians,Delhi Daredevils,56
1082635,Feroz Shah Kotla,2,Delhi Daredevils,Mumbai Indians,35
1082636,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Kolkata Knight Riders,40
1082636,M Chinnaswamy Stadium,2,Kolkata Knight Riders,Royal Challengers Bangalore,105
1082637,"Punjab Cricket Association IS Bindra Stadium, Mohali",1,Kings XI Punjab,Gujarat Lions,44
1082637,"Punjab Cricket Association IS Bindra Stadium, Mohali",2,Gujarat Lions,Kings XI Punjab,58
1082638,"Rajiv Gandhi International Stadium, Uppal",1,Mumbai Indians,Sunrisers Hyderabad,36
1082638,"Rajiv Gandhi International Stadium, Uppal",2,Sunrisers Hyderabad,Mumbai Indians,43
1082639,"Punjab Cricket Association IS Bindra Stadium, Mohali",1,Kings XI Punjab,Kolkata Knight Riders,41
1082639,"Punjab Cricket Association IS Bindra Stadium, Mohali",2,Kolkata Knight Riders,Kings XI Punjab,61
1082640,Green Park,1,Gujarat Lions,Delhi Daredevils,50
1082640,Green Park,2,Delhi Daredevils,Gujarat Lions,64
1082641,Wankhede Stadium,1,Kings XI Punjab,Mumbai Indians,71
1082641,Wankhede Stadium,2,Mumbai Indians,Kings XI Punjab,68
1082642,Feroz Shah Kotla,1,Delhi Daredevils,Rising Pune Supergiant,54
1082642,Feroz Shah Kotla,2,Rising Pune Supergiant,Delhi Daredevils,52
1082643,Green Park,1,Gujarat Lions,Sunrisers Hyderabad,61
1082643,Green Park,2,Sunrisers Hyderabad,Gujarat Lions,47
1082644,Eden Gardens,1,Mumbai Indians,Kolkata Knight Riders,51
1082644,Eden Gardens,2,Kolkata Knight Riders,Mumbai Indians,53
1082645,Maharashtra Cricket Association Stadium,1,Kings XI Punjab,Rising Pune Supergiant,32
1082645,Maharashtra Cricket Association Stadium,2,Rising Pune Supergiant,Kings XI Punjab,43
1082646,Feroz Shah Kotla,1,Royal Challengers Bangalore,Delhi Daredevils,37
1082646,Feroz Shah Kotla,2,Delhi Daredevils,Royal Challengers Bangalore,42
1082647,Wankhede Stadium,1,Rising Pune Supergiant,Mumbai Indians,33
1082647,Wankhede Stadium,2,Mumbai Indians,Rising Pune Supergiant,42
1082648,M Chinnaswamy Stadium,1,Sunrisers Hyderabad,Kolkata Knight Riders,30
1082648,M Chinnaswamy Stadium,2,Kolkata Knight Riders,Sunrisers Hyderabad,48
1082649,M Chinnaswamy Stadium,1,Kolkata Knight Riders,Mumbai Indians,25
1082649,M Chinnaswamy Stadium,2,Mumbai Indians,Kolkata Knight Riders,36
1082650,"Rajiv Gandhi International Stadium, Uppal",1,Mumbai Indians,Rising Pune Supergiant,32
1082650,"Rajiv Gandhi International Stadium, Uppal",2,Rising Pune Supergiant,Mumbai Indians,38
1136561,Wankhede Stadium,1,Mumbai Indians,Chennai Super Kings,39
1136561,Wankhede Stadium,2,Chennai Super Kings,Mumbai Indians,42
1136562,Punjab Cricket Association IS Bindra Stadium,1,Delhi Daredevils,Kings XI Punjab,45
1136562,Punjab Cricket Association IS Bindra Stadium,2,Kings XI Punjab,Delhi Daredevils,73
1136563,Eden Gardens,1,Royal Challengers Bangalore,Kolkata Knight Riders,52
1136563,Eden Gardens,2,Kolkata Knight Riders,Royal Challengers Bangalore,67
1136564,Rajiv Gandhi International Stadium,1,Rajasthan Royals,Sunrisers Hyderabad,48
1136564,Rajiv Gandhi International Stadium,2,Sunrisers Hyderabad,Rajasthan Royals,53
1136565,MA Chidambaram Stadium,1,Kolkata Knight Riders,Chennai Super Kings,64
1136565,MA Chidambaram Stadium,2,Chennai Super Kings,Kolkata Knight Riders,75
1136566,Sawai Mansingh Stadium,1,Rajasthan Royals,Delhi Daredevils,51
1136566,Sawai Mansingh Stadium,2,Delhi Daredevils,Rajasthan Royals,60
1136567,Rajiv Gandhi International Stadium,1,Mumbai Indians,Sunrisers Hyderabad,54
1136567,Rajiv Gandhi International Stadium,2,Sunrisers Hyderabad,Mumbai Indians,56
1136568,M.Chinnaswamy Stadium,1,Kings XI Punjab,Royal Challengers Bangalore,50
1136568,M.Chinnaswamy Stadium,2,Royal Challengers Bangalore,Kings XI Punjab,41
1136569,Wankhede Stadium,1,Mumbai Indians,Delhi Daredevils,84
1136569,Wankhede Stadium,2,Delhi Daredevils,Mumbai Indians,53
1136570,Eden Gardens,1,Kolkata Knight Riders,Sunrisers Hyderabad,49
1136570,Eden Gardens,2,Sunrisers Hyderabad,Kolkata Knight Riders,46
1136571,M.Chinnaswamy Stadium,1,Rajasthan Royals,Royal Challengers Bangalore,51
1136571,M.Chinnaswamy Stadium,2,Royal Challengers Bangalore,Rajasthan Royals,62
1136572,Punjab Cricket Association IS Bindra Stadium,1,Kings XI Punjab,Chennai Super Kings,75
1136572,Punjab Cricket Association IS Bindra Stadium,2,Chennai Super Kings,Kings XI Punjab,53
1136573,Eden Gardens,1,Kolkata Knight Riders,Delhi Daredevils,50
1136573,Eden Gardens,2,Delhi Daredevils,Kolkata Knight Riders,56
1136574,Wankhede Stadium,1,Mumbai Indians,Royal Challengers Bangalore,60
1136574,Wankhede Stadium,2,Royal Challengers Bangalore,Mumbai Indians,55
1136575,Sawai Mansingh Stadium,1,Rajasthan Royals,Kolkata Knight Riders,48
1136575,Sawai Mansingh Stadium,2,Kolkata Knight Riders,Rajasthan Royals,53
1136576,Punjab Cricket Association IS Bindra Stadium,1,Kings XI Punjab,Sunrisers Hyderabad,49
